date,session_id,user_id,source,medium,device_category,country,sessions,pageviews,bounce,session_duration_sec,transactions,revenue
2024-06-06,S100319,U5763,google,cpc,desktop,United Kingdom,1,3,0,1211,1,179.6
2024-02-15,S100320,U3042,direct,email,desktop,United States,1,8,0,1128,0,0.0
2024-04-26,S100321,U1272,direct,referral,desktop,Canada,1,11,0,1425,0,0.0
2024-01-06,S100322,U2029,direct,organic,desktop,United Kingdom,1,8,0,949,0,0.0
2024-04-08,S100323,U4218,facebook,referral,desktop,Canada,1,14,0,596,0,0.0
2024-05-03,S100324,U7327,instagram,referral,desktop,Canada,1,10,0,747,1,48.27
2024-02-06,S100325,U5069,bing,cpc,desktop,United Kingdom,1,8,0,756,0,0.0
2024-01-24,S100326,U2051,instagram,cpc,mobile,Australia,1,11,0,1574,0,0.0
2024-04-02,S100327,U5033,instagram,cpc,mobile,Canada,1,12,0,1159,0,0.0
2024-02-15,S100328,U2573,facebook,none,tablet,United Kingdom,1,11,0,396,0,0.0
2024-04-04,S100329,U4190,email,none,mobile,Canada,1,7,0,431,0,0.0
2024-04-08,S100330,U5388,email,organic,mobile,Australia,1,2,0,132,0,0.0
2024-04-25,S100331,U4797,facebook,cpc,mobile,United Kingdom,1,3,0,816,0,0.0
2024-06-08,S100332,U4289,direct,email,mobile,Canada,1,9,0,354,0,0.0
2024-06-09,S100333,U7320,google,cpc,desktop,India,1,2,0,402,0,0.0
2024-03-07,S100334,U4747,linkedin,none,mobile,Australia,1,13,0,367,0,0.0
2024-05-07,S100335,U3105,linkedin,cpc,desktop,Canada,1,7,0,920,0,0.0
2024-01-18,S100336,U6388,bing,none,mobile,United States,1,1,0,1086,0,0.0
2024-01-25,S100337,U1307,google,cpc,desktop,United Kingdom,1,3,1,1161,0,0.0
2024-02-23,S100338,U4359,bing,email,mobile,Canada,1,13,1,1475,0,0.0
2024-02-27,S100339,U6072,direct,organic,desktop,Australia,1,14,0,1322,0,0.0
2024-03-07,S100340,U4176,bing,email,desktop,Australia,1,1,0,1126,0,0.0
2024-04-13,S100341,U2251,google,none,desktop,United States,1,6,0,1234,0,0.0
2024-06-22,S100342,U6366,google,referral,desktop,United States,1,4,1,1205,1,373.31
2024-01-24,S100343,U3747,linkedin,email,desktop,Canada,1,1,1,1565,0,0.0
2024-04-23,S100344,U2517,email,cpc,desktop,India,1,5,0,1121,0,0.0
2024-02-01,S100345,U7226,direct,organic,desktop,Australia,1,14,1,1425,0,0.0
2024-06-23,S100346,U6305,facebook,cpc,desktop,India,1,4,0,1401,0,0.0
2024-03-26,S100347,U7395,bing,cpc,mobile,India,1,14,0,1026,0,0.0
2024-05-30,S100348,U2378,linkedin,email,desktop,Canada,1,11,1,1762,0,0.0
2024-05-06,S100349,U6869,bing,organic,desktop,United Kingdom,1,10,0,61,1,626.41
2024-06-03,S100350,U6815,bing,referral,tablet,United Kingdom,1,14,1,956,2,156.03
2024-05-09,S100351,U7138,facebook,cpc,mobile,United Kingdom,1,11,0,649,0,0.0
2024-01-17,S100352,U5891,direct,organic,desktop,United States,1,10,0,1132,0,0.0
2024-04-13,S100353,U5992,google,referral,desktop,Australia,1,2,0,1312,0,0.0
2024-06-09,S100354,U2961,instagram,cpc,mobile,United States,1,13,0,1550,1,82.46
2024-05-16,S100355,U5305,bing,organic,desktop,Australia,1,7,0,907,0,0.0
2024-02-12,S100356,U3863,instagram,email,desktop,Australia,1,12,0,204,0,0.0
2024-06-24,S100357,U3656,direct,cpc,mobile,Australia,1,8,0,1420,0,0.0
2024-02-08,S100358,U3494,instagram,cpc,desktop,Canada,1,4,0,44,0,0.0
2024-06-18,S100359,U7603,bing,organic,mobile,United Kingdom,1,9,1,1104,0,0.0
2024-01-26,S100360,U6063,facebook,cpc,desktop,United States,1,3,0,136,0,0.0
2024-04-08,S100361,U5567,instagram,referral,mobile,United States,1,13,0,1775,0,0.0
2024-02-19,S100362,U7513,direct,cpc,mobile,Canada,1,6,0,498,0,0.0
2024-06-01,S100363,U5005,direct,none,desktop,Australia,1,11,0,231,0,0.0
2024-05-31,S100364,U4563,email,referral,mobile,United Kingdom,1,14,0,1271,0,0.0
2024-01-13,S100365,U1922,email,organic,tablet,India,1,14,0,1094,0,0.0
2024-02-29,S100366,U5232,facebook,referral,desktop,India,1,7,0,1438,0,0.0
2024-05-14,S100367,U5462,instagram,none,mobile,Canada,1,7,0,946,1,144.22
2024-02-26,S100368,U3959,instagram,none,desktop,United Kingdom,1,6,0,1768,0,0.0
2024-02-05,S100369,U1183,email,cpc,mobile,India,1,9,1,365,0,0.0
2024-06-21,S100370,U4358,google,cpc,desktop,India,1,1,0,1664,0,0.0
2024-01-20,S100371,U7615,linkedin,email,desktop,United States,1,13,1,1714,0,0.0
2024-03-05,S100372,U2398,direct,referral,desktop,United Kingdom,1,9,0,134,1,55.46
2024-01-08,S100373,U7797,google,email,desktop,India,1,13,0,232,0,0.0
2024-05-23,S100374,U3796,direct,none,desktop,United States,1,9,0,1563,0,0.0
2024-05-21,S100375,U1536,google,cpc,mobile,United Kingdom,1,4,1,1148,0,0.0
2024-04-24,S100376,U7945,email,cpc,mobile,Australia,1,13,0,1230,0,0.0
2024-05-22,S100377,U6698,email,cpc,desktop,United Kingdom,1,12,0,94,0,0.0
2024-04-01,S100378,U2273,linkedin,organic,desktop,Canada,1,12,0,582,0,0.0
2024-04-07,S100379,U3967,google,none,mobile,United States,1,5,0,253,0,0.0
2024-03-06,S100380,U7653,direct,cpc,desktop,Australia,1,3,1,1632,1,78.09
2024-02-01,S100381,U7773,instagram,none,desktop,United States,1,7,1,409,0,0.0
2024-03-26,S100382,U4049,direct,cpc,desktop,United States,1,2,1,284,0,0.0
2024-02-20,S100383,U2096,bing,referral,desktop,India,1,8,0,1351,0,0.0
2024-06-01,S100384,U2305,email,none,desktop,United Kingdom,1,9,1,1634,1,129.99
2024-03-03,S100385,U1915,facebook,email,mobile,United States,1,6,0,200,0,0.0
2024-05-04,S100386,U4081,facebook,organic,mobile,United States,1,9,0,642,0,0.0
2024-05-29,S100387,U5247,email,email,desktop,Canada,1,6,1,681,1,255.02
2024-02-27,S100388,U2028,bing,none,mobile,Canada,1,3,0,747,0,0.0
2024-02-27,S100389,U6314,facebook,cpc,mobile,Canada,1,10,0,861,0,0.0
2024-03-26,S100390,U2977,email,none,desktop,United States,1,3,0,1417,0,0.0
2024-02-18,S100391,U4354,facebook,organic,desktop,Australia,1,2,0,848,0,0.0
2024-06-28,S100392,U3511,email,none,desktop,United Kingdom,1,5,0,102,0,0.0
2024-06-18,S100393,U1270,linkedin,cpc,desktop,United States,1,13,0,1113,0,0.0
2024-03-10,S100394,U2186,instagram,email,desktop,India,1,14,1,484,0,0.0
2024-01-15,S100395,U5555,instagram,referral,desktop,Australia,1,4,1,365,1,179.48
2024-02-23,S100396,U5200,direct,email,desktop,Australia,1,12,1,697,1,312.18
2024-04-10,S100397,U4764,bing,cpc,mobile,United Kingdom,1,6,0,1177,0,0.0
2024-01-08,S100398,U6806,email,cpc,mobile,Australia,1,5,1,1508,0,0.0
2024-02-22,S100399,U7305,google,organic,desktop,United Kingdom,1,6,1,43,1,163.55
2024-02-29,S100400,U3398,direct,none,mobile,Australia,1,4,0,1469,0,0.0
2024-04-17,S100401,U5529,direct,none,mobile,United Kingdom,1,14,0,56,2,68.32
2024-01-05,S100402,U7995,email,email,mobile,Canada,1,13,0,1103,0,0.0
2024-04-12,S100403,U5235,email,referral,desktop,Canada,1,3,0,216,0,0.0
2024-01-06,S100404,U6590,direct,referral,desktop,Australia,1,1,0,1110,1,80.13
2024-04-18,S100405,U5182,direct,organic,mobile,Australia,1,5,0,800,0,0.0
2024-04-25,S100406,U2711,instagram,cpc,desktop,United Kingdom,1,6,0,696,0,0.0
2024-04-03,S100407,U3230,google,organic,desktop,United Kingdom,1,5,0,1019,1,212.62
2024-02-16,S100408,U7511,direct,none,mobile,United States,1,5,0,1087,0,0.0
2024-04-08,S100409,U1128,instagram,cpc,mobile,Canada,1,12,1,567,0,0.0
2024-02-24,S100410,U2269,direct,organic,mobile,United States,1,6,1,965,0,0.0
2024-06-16,S100411,U4672,facebook,email,desktop,United States,1,4,0,400,0,0.0
2024-02-21,S100412,U2601,direct,none,desktop,India,1,14,0,115,0,0.0
2024-05-23,S100413,U5765,email,referral,tablet,United Kingdom,1,12,0,189,0,0.0
2024-01-13,S100414,U4970,bing,organic,desktop,India,1,4,0,454,0,0.0
2024-04-23,S100415,U5244,bing,none,desktop,India,1,11,0,1765,0,0.0
2024-05-03,S100416,U6080,direct,none,desktop,United States,1,13,1,1159,1,584.31
2024-04-15,S100417,U5947,linkedin,referral,mobile,India,1,8,0,1444,0,0.0
2024-06-06,S100418,U6552,facebook,referral,mobile,United Kingdom,1,11,1,1565,0,0.0
2024-05-26,S100419,U1627,google,referral,mobile,United States,1,8,1,304,0,0.0
2024-05-24,S100420,U4797,direct,organic,desktop,United Kingdom,1,12,0,1342,0,0.0
2024-04-29,S100421,U6588,google,referral,desktop,Australia,1,3,0,287,0,0.0
2024-03-03,S100422,U7589,facebook,email,desktop,India,1,7,0,992,0,0.0
2024-01-19,S100423,U3044,direct,none,mobile,United States,1,5,0,1273,1,370.6
2024-04-01,S100424,U4552,linkedin,referral,desktop,Canada,1,5,0,1003,0,0.0
2024-02-27,S100425,U5979,instagram,none,desktop,United Kingdom,1,12,1,556,1,96.95
2024-03-30,S100426,U3341,linkedin,cpc,mobile,India,1,13,1,562,0,0.0
2024-04-26,S100427,U6884,email,cpc,desktop,United Kingdom,1,3,1,1112,0,0.0
2024-03-02,S100428,U4214,linkedin,referral,desktop,United Kingdom,1,2,0,1413,0,0.0
2024-01-23,S100429,U1249,instagram,none,mobile,Australia,1,13,0,1647,0,0.0
2024-05-06,S100430,U3925,email,cpc,desktop,United Kingdom,1,3,0,1683,0,0.0
2024-05-16,S100431,U6043,instagram,referral,desktop,Australia,1,7,0,142,0,0.0
2024-05-19,S100432,U1974,bing,none,desktop,Australia,1,3,0,1329,0,0.0
2024-05-08,S100433,U2325,instagram,referral,desktop,Australia,1,11,0,286,0,0.0
2024-02-27,S100434,U7932,direct,none,desktop,India,1,13,0,358,0,0.0
2024-05-01,S100435,U1983,google,cpc,mobile,United Kingdom,1,2,1,806,0,0.0
2024-01-01,S100436,U1888,bing,referral,desktop,United Kingdom,1,4,1,1288,0,0.0
2024-02-03,S100437,U3937,bing,cpc,mobile,Australia,1,12,0,80,0,0.0
2024-04-05,S100438,U3117,google,referral,desktop,United Kingdom,1,5,1,1731,0,0.0
2024-05-05,S100439,U3672,bing,organic,desktop,United Kingdom,1,13,0,1796,0,0.0
2024-04-27,S100440,U5970,instagram,cpc,desktop,Australia,1,7,0,250,0,0.0
2024-02-17,S100441,U2326,linkedin,cpc,mobile,Canada,1,1,1,812,0,0.0
2024-03-29,S100442,U1470,facebook,email,desktop,Canada,1,14,0,625,1,293.52
2024-04-26,S100443,U2987,instagram,cpc,mobile,Australia,1,8,1,1283,0,0.0
2024-05-08,S100444,U1090,email,none,mobile,India,1,10,0,251,1,180.48
2024-01-16,S100445,U1529,email,referral,mobile,United Kingdom,1,3,1,972,0,0.0
2024-03-09,S100446,U5756,linkedin,organic,mobile,United Kingdom,1,14,1,1719,0,0.0
2024-01-22,S100447,U5059,linkedin,none,desktop,Canada,1,11,0,1107,0,0.0
2024-04-02,S100448,U5834,bing,none,mobile,Australia,1,6,0,1684,0,0.0
2024-03-16,S100449,U3773,direct,none,mobile,India,1,4,0,1763,0,0.0
2024-06-02,S100450,U5967,direct,none,tablet,Australia,1,14,0,1326,0,0.0
2024-05-23,S100451,U2686,bing,organic,desktop,Canada,1,5,0,227,0,0.0
2024-06-27,S100452,U1191,bing,email,mobile,Canada,1,10,1,157,0,0.0
2024-03-26,S100453,U2986,google,cpc,desktop,United Kingdom,1,12,0,1657,0,0.0
2024-01-29,S100454,U4623,google,none,desktop,United States,1,6,1,1062,0,0.0
2024-03-09,S100455,U3185,facebook,cpc,mobile,India,1,2,1,1016,0,0.0
2024-02-16,S100456,U5440,facebook,cpc,tablet,India,1,13,0,256,1,403.65
2024-04-03,S100457,U2008,facebook,none,mobile,United States,1,3,0,587,1,86.56
2024-05-23,S100458,U4783,facebook,email,mobile,Canada,1,8,0,1187,1,140.92
2024-06-24,S100459,U7646,linkedin,cpc,desktop,Australia,1,8,0,1069,0,0.0
2024-03-25,S100460,U5298,linkedin,referral,desktop,India,1,1,0,244,0,0.0
2024-02-08,S100461,U5668,google,cpc,mobile,United States,1,10,0,1165,1,90.28
2024-04-09,S100462,U5287,direct,none,desktop,United Kingdom,1,8,0,884,0,0.0
2024-02-02,S100463,U3052,bing,organic,mobile,United Kingdom,1,11,0,1210,0,0.0
2024-04-10,S100464,U7009,email,cpc,desktop,Canada,1,2,1,454,0,0.0
2024-01-23,S100465,U4308,direct,email,desktop,India,1,10,1,1505,0,0.0
2024-01-10,S100466,U2716,instagram,referral,desktop,Australia,1,10,0,347,0,0.0
2024-03-09,S100467,U1310,linkedin,referral,desktop,India,1,13,0,389,1,122.5
2024-04-09,S100468,U7692,facebook,organic,mobile,United Kingdom,1,8,1,1429,0,0.0
2024-02-03,S100469,U7199,facebook,organic,desktop,India,1,12,1,965,0,0.0
2024-06-28,S100470,U5538,instagram,cpc,desktop,United Kingdom,1,10,0,987,0,0.0
2024-05-17,S100471,U2260,direct,none,mobile,United States,1,5,0,949,0,0.0
2024-05-26,S100472,U5965,facebook,email,desktop,United States,1,1,0,931,0,0.0
2024-04-05,S100473,U4932,direct,referral,mobile,United Kingdom,1,8,0,1349,0,0.0
2024-01-01,S100474,U4268,bing,organic,desktop,Australia,1,12,0,227,0,0.0
2024-03-09,S100475,U1584,instagram,email,desktop,Australia,1,5,0,1623,0,0.0
2024-01-04,S100476,U6690,email,none,tablet,India,1,1,0,427,0,0.0
2024-01-16,S100477,U3799,direct,referral,mobile,United Kingdom,1,4,0,619,1,171.2
2024-01-24,S100478,U6633,bing,referral,desktop,Canada,1,13,0,271,2,311.63
2024-03-20,S100479,U1359,direct,none,mobile,Australia,1,1,0,458,0,0.0
2024-01-02,S100480,U6819,direct,referral,mobile,Australia,1,13,1,640,0,0.0
2024-05-07,S100481,U3866,facebook,none,desktop,United States,1,9,0,35,0,0.0
2024-06-08,S100482,U7173,google,referral,desktop,Australia,1,10,1,1371,1,105.27
2024-03-24,S100483,U6898,linkedin,cpc,desktop,Australia,1,2,0,1265,1,216.66
2024-05-31,S100484,U3011,direct,none,desktop,Australia,1,8,0,1326,0,0.0
2024-05-19,S100485,U7251,direct,email,desktop,United Kingdom,1,4,0,1137,0,0.0
2024-06-26,S100486,U5939,direct,cpc,mobile,United Kingdom,1,9,0,1677,0,0.0
2024-06-11,S100487,U5006,google,email,desktop,United States,1,2,0,739,0,0.0
2024-05-03,S100488,U2625,bing,referral,mobile,India,1,12,0,389,0,0.0
2024-02-02,S100489,U3764,email,email,desktop,Australia,1,3,1,1434,0,0.0
2024-06-09,S100490,U1890,email,cpc,mobile,India,1,2,1,1593,0,0.0
2024-06-27,S100491,U7087,instagram,none,mobile,United Kingdom,1,10,0,1194,1,240.3
2024-06-19,S100492,U7078,facebook,organic,desktop,Australia,1,14,1,1563,0,0.0
2024-04-10,S100493,U6055,google,email,desktop,India,1,5,0,1226,0,0.0
2024-01-12,S100494,U6564,bing,organic,desktop,India,1,11,0,1073,0,0.0
2024-03-07,S100495,U6557,direct,email,mobile,Canada,1,1,0,1682,0,0.0
2024-03-05,S100496,U1731,bing,email,desktop,United Kingdom,1,12,0,532,0,0.0
2024-06-09,S100497,U4961,google,none,desktop,United States,1,3,0,1619,0,0.0
2024-06-16,S100498,U5701,google,referral,tablet,United States,1,1,0,256,1,573.48
2024-03-14,S100499,U3504,google,cpc,tablet,Canada,1,10,0,138,1,176.3
2024-02-12,S100500,U1614,instagram,cpc,desktop,India,1,14,0,772,1,141.93
2024-02-13,S100501,U4806,linkedin,cpc,desktop,Canada,1,8,0,1373,0,0.0
2024-01-29,S100502,U7841,facebook,referral,mobile,Canada,1,12,0,1361,0,0.0
2024-05-20,S100503,U7100,instagram,organic,mobile,United Kingdom,1,4,0,1794,0,0.0
2024-01-12,S100504,U2719,instagram,cpc,desktop,Australia,1,3,0,840,0,0.0
2024-04-04,S100505,U5769,linkedin,organic,desktop,India,1,8,1,1140,1,179.3
2024-02-15,S100506,U6366,instagram,referral,mobile,United States,1,13,0,815,0,0.0
2024-05-09,S100507,U7686,google,referral,mobile,United States,1,9,0,257,0,0.0
2024-02-04,S100508,U2587,google,none,mobile,Canada,1,8,0,881,1,179.51
2024-03-21,S100509,U2611,bing,cpc,desktop,Canada,1,6,1,1363,2,214.89
2024-03-30,S100510,U1896,direct,none,desktop,Canada,1,14,0,857,0,0.0
2024-01-08,S100511,U6558,instagram,cpc,mobile,India,1,3,0,408,0,0.0
2024-04-02,S100512,U1277,direct,referral,desktop,Canada,1,8,0,1636,0,0.0
2024-06-02,S100513,U5647,facebook,referral,desktop,Canada,1,13,1,1793,0,0.0
2024-03-30,S100514,U2636,email,email,desktop,Australia,1,5,0,414,0,0.0
2024-06-10,S100515,U3158,google,email,desktop,India,1,5,0,142,0,0.0
2024-04-24,S100516,U3432,bing,referral,desktop,United Kingdom,1,12,0,1346,0,0.0
2024-04-14,S100517,U4904,facebook,referral,mobile,United Kingdom,1,9,0,1358,0,0.0
2024-05-14,S100518,U5856,bing,organic,mobile,Australia,1,1,0,320,0,0.0
2024-02-27,S100519,U4262,email,organic,mobile,United States,1,7,1,1158,0,0.0
2024-04-23,S100520,U7837,email,none,mobile,United Kingdom,1,8,0,320,1,118.94
2024-03-15,S100521,U2449,linkedin,email,desktop,India,1,11,0,1530,0,0.0
2024-06-05,S100522,U5500,google,email,desktop,United States,1,10,0,1574,0,0.0
2024-04-29,S100523,U6454,facebook,referral,desktop,Canada,1,3,0,706,0,0.0
2024-06-12,S100524,U2232,linkedin,referral,desktop,India,1,8,0,89,0,0.0
2024-01-21,S100525,U5117,email,none,mobile,United States,1,1,0,1365,1,264.09
2024-06-12,S100526,U1677,facebook,email,desktop,United Kingdom,1,8,0,135,0,0.0
2024-05-17,S100527,U3658,bing,organic,desktop,Canada,1,7,0,652,0,0.0
2024-04-10,S100528,U3028,linkedin,cpc,mobile,Canada,1,4,0,118,0,0.0
2024-05-31,S100529,U6327,linkedin,none,desktop,India,1,11,1,1321,0,0.0
2024-06-25,S100530,U7151,google,cpc,mobile,Canada,1,7,0,771,0,0.0
2024-04-08,S100531,U7845,direct,organic,desktop,United States,1,10,1,1636,0,0.0
2024-02-05,S100532,U4758,bing,organic,desktop,Australia,1,14,0,1172,0,0.0
2024-04-05,S100533,U6904,bing,cpc,desktop,United Kingdom,1,11,0,929,0,0.0
2024-05-31,S100534,U5624,linkedin,none,mobile,India,1,7,0,474,1,724.68
2024-05-30,S100535,U3037,linkedin,cpc,desktop,Australia,1,13,0,1482,0,0.0
2024-02-06,S100536,U3649,google,none,desktop,Australia,1,10,0,1036,0,0.0
2024-01-12,S100537,U6772,direct,none,desktop,India,1,13,1,1404,0,0.0
2024-04-22,S100538,U1656,bing,referral,desktop,United States,1,12,1,335,0,0.0
2024-01-13,S100539,U1165,email,email,desktop,United Kingdom,1,1,0,644,0,0.0
2024-01-23,S100540,U5944,instagram,email,mobile,India,1,3,1,231,0,0.0
2024-04-08,S100541,U5591,instagram,organic,mobile,Australia,1,7,0,973,0,0.0
2024-04-14,S100542,U1589,direct,referral,mobile,Australia,1,11,1,1076,0,0.0
2024-01-30,S100543,U5524,facebook,email,desktop,India,1,13,0,1143,0,0.0
2024-01-17,S100544,U3821,google,none,desktop,Australia,1,5,1,500,0,0.0
2024-04-22,S100545,U5258,direct,none,desktop,India,1,9,0,1146,0,0.0
2024-03-02,S100546,U7509,instagram,cpc,desktop,India,1,7,1,1008,0,0.0
2024-03-24,S100547,U2262,linkedin,cpc,desktop,United Kingdom,1,3,0,1338,0,0.0
2024-04-21,S100548,U1071,instagram,none,desktop,India,1,1,0,1736,0,0.0
2024-03-26,S100549,U4516,linkedin,none,mobile,Australia,1,5,0,338,0,0.0
2024-05-20,S100550,U5750,google,cpc,mobile,Canada,1,14,1,762,0,0.0
2024-01-19,S100551,U4580,linkedin,email,mobile,United Kingdom,1,13,0,565,0,0.0
2024-06-25,S100552,U1268,direct,organic,mobile,Australia,1,10,0,405,1,272.84
2024-04-09,S100553,U2776,linkedin,cpc,desktop,Australia,1,13,0,1767,0,0.0
2024-05-19,S100554,U3462,facebook,email,desktop,United Kingdom,1,5,1,528,1,386.04
2024-05-26,S100555,U2268,direct,email,desktop,United Kingdom,1,7,0,665,0,0.0
2024-03-16,S100556,U2015,google,email,desktop,Australia,1,14,0,171,0,0.0
2024-01-09,S100557,U3722,direct,referral,desktop,Canada,1,1,1,1105,0,0.0
2024-01-28,S100558,U2083,facebook,referral,desktop,United States,1,10,0,1123,0,0.0
2024-05-07,S100559,U5101,google,email,desktop,Australia,1,2,0,289,0,0.0
2024-02-21,S100560,U6077,instagram,none,mobile,United Kingdom,1,11,0,1751,0,0.0
2024-03-23,S100561,U7713,facebook,referral,mobile,India,1,6,1,1772,0,0.0
2024-04-20,S100562,U1406,google,cpc,desktop,India,1,8,0,1346,0,0.0
2024-05-23,S100563,U7049,email,referral,desktop,United Kingdom,1,4,0,407,0,0.0
2024-04-26,S100564,U7169,linkedin,none,desktop,United Kingdom,1,3,1,1092,0,0.0
2024-03-09,S100565,U4076,direct,organic,mobile,United States,1,3,0,377,0,0.0
2024-04-08,S100566,U1985,google,referral,desktop,United Kingdom,1,3,1,1631,0,0.0
2024-05-19,S100567,U4603,direct,email,mobile,India,1,2,0,1578,0,0.0
2024-01-25,S100568,U5485,linkedin,email,mobile,Canada,1,1,0,1759,0,0.0
2024-06-28,S100569,U1709,google,email,desktop,United Kingdom,1,5,0,857,0,0.0
2024-05-02,S100570,U3618,instagram,organic,desktop,United States,1,10,0,535,2,120.85
2024-02-22,S100571,U6567,email,none,desktop,Canada,1,5,0,411,0,0.0
2024-05-30,S100572,U5849,email,cpc,desktop,United States,1,5,0,454,0,0.0
2024-05-23,S100573,U7289,facebook,none,mobile,Canada,1,4,1,1489,0,0.0
2024-02-26,S100574,U2411,google,organic,desktop,United Kingdom,1,3,0,1698,0,0.0
2024-02-08,S100575,U7928,linkedin,email,desktop,India,1,12,1,1760,0,0.0
2024-04-18,S100576,U6368,google,none,mobile,Canada,1,3,0,351,0,0.0
2024-02-11,S100577,U5621,direct,cpc,desktop,Australia,1,2,0,1643,0,0.0
2024-06-15,S100578,U2485,bing,email,desktop,United States,1,5,1,279,0,0.0
2024-05-21,S100579,U7156,google,cpc,desktop,Canada,1,4,0,1797,0,0.0
2024-05-01,S100580,U3950,email,referral,mobile,United States,1,6,1,209,0,0.0
2024-05-12,S100581,U7527,email,cpc,mobile,India,1,2,0,1033,1,305.97
2024-06-11,S100582,U5651,email,email,desktop,United States,1,2,0,1742,0,0.0
2024-03-15,S100583,U3934,instagram,referral,tablet,United States,1,8,0,58,0,0.0
2024-05-25,S100584,U5114,google,email,mobile,Australia,1,6,0,1549,0,0.0
2024-03-16,S100585,U5670,facebook,email,desktop,United States,1,3,0,1731,0,0.0
2024-01-09,S100586,U7894,google,referral,mobile,Canada,1,5,1,1379,0,0.0
2024-03-14,S100587,U2003,bing,cpc,desktop,United States,1,3,0,767,0,0.0
2024-05-24,S100588,U3466,email,organic,mobile,United Kingdom,1,11,0,1701,1,89.37
2024-01-07,S100589,U3466,direct,organic,desktop,United States,1,2,1,216,0,0.0
2024-06-22,S100590,U2938,email,organic,mobile,United Kingdom,1,3,1,84,0,0.0
2024-05-20,S100591,U2939,google,organic,desktop,United States,1,1,0,907,1,241.32
2024-06-16,S100592,U2635,instagram,none,mobile,United States,1,14,0,543,1,23.86
2024-06-18,S100593,U2698,linkedin,organic,desktop,Canada,1,7,0,1463,0,0.0
2024-05-16,S100594,U7265,google,referral,mobile,United Kingdom,1,6,0,46,0,0.0
2024-06-26,S100595,U5527,google,organic,desktop,United Kingdom,1,5,0,1624,1,92.16
2024-01-27,S100596,U3091,facebook,email,mobile,Australia,1,6,1,117,1,285.42
2024-05-01,S100597,U2895,instagram,organic,mobile,United States,1,8,0,1276,0,0.0
2024-01-05,S100598,U7039,bing,cpc,desktop,United States,1,3,0,1111,0,0.0
2024-01-29,S100599,U6436,linkedin,referral,mobile,Canada,1,3,1,733,0,0.0
2024-06-13,S100600,U7524,email,referral,desktop,Australia,1,12,0,1615,0,0.0
2024-06-14,S100601,U5240,direct,none,mobile,Australia,1,5,1,754,0,0.0
2024-03-23,S100602,U4398,google,email,mobile,Canada,1,5,0,1283,0,0.0
2024-05-15,S100603,U7506,bing,referral,desktop,United Kingdom,1,14,0,1207,0,0.0
2024-04-18,S100604,U2073,linkedin,cpc,tablet,India,1,11,1,1326,0,0.0
2024-03-05,S100605,U6184,direct,organic,desktop,Canada,1,1,0,1099,0,0.0
2024-03-26,S100606,U3402,bing,referral,desktop,United Kingdom,1,4,1,924,0,0.0
